Designator,Mid X,Mid Y,Layer,Rotation
C1,45.85,10.29,Top,180
C2,41.78,10.29,Top,0
C6,18.41,9.78,Top,180
C7,14.48,9.78,Top,0
C9,32.51,9.78,Top,180
C10,28.19,9.78,Top,0
IC1,30.48,12.45,Top,180
IC2,16.64,12.45,Top,180
IC3,43.69,12.95,Top,180
R16,22.35,11.56,Top,180
R18,22.35,13.59,Top,180
R21,36.2,13.46,Top,180
R22,36.2,11.3,Top,180
R23,49.15,14.35,Top,180
R24,49.15,12.19,Top,180
